source,_iv,_mfi,_hh,_row
iv,18.27,0.65,0,14.67
ofi,1.71,0.03,0,0.9
nfc,7.76,0.52,0,1.75
mfi,0.7,0,0,0.89
icpf,30.15,0.82,0,11.5
govt,12.14,0.8,0,93.52
hh,28.67,0.47,0,4.28
row,25.49,0.03,0,0
