source,_iv,_mfi,_hh,_row
iv,17.47,0.65,0,12.75
ofi,1.71,0.02,0,0.9
nfc,7.76,0.48,0,1.56
mfi,0.86,0.02,0,0.82
icpf,28.24,0.89,0,11.23
govt,11.75,0.62,0,89.94
hh,26.38,0.58,0,4.01
row,23.2,0.04,0,0
