source,_iv,_mfi,_hh,_row
iv,8.64,0.73,0,7.49
ofi,1.04,0.11,0,0.7
nfc,3.68,0.33,0,0.62
mfi,0.9,0.04,0,1.29
icpf,17.63,0.81,0,10.17
govt,8.08,0.95,0,48.22
hh,18.05,0.96,0,3.45
row,17.02,0.05,0,0
