source,_iv,_mfi,_hh,_row
iv,9.1,0.62,0,8.92
ofi,1.32,0.06,0,0.85
nfc,3.97,0.28,0,0.64
mfi,0.99,0.02,0,1.61
icpf,20.35,0.76,0,11.06
govt,8.88,0.46,0,55.1
hh,19.41,0.72,0,3.85
row,18.75,0.04,0,0
