source,_iv,_mfi,_hh,_row
iv,17.84,0.64,0,13.86
ofi,1.77,0.03,0,0.89
nfc,7.8,0.4,0,1.76
mfi,0.83,0.01,0,0.89
icpf,29.42,0.94,0,11.68
govt,11.84,0.8,0,89.43
hh,27.62,0.48,0,4.4
row,25.34,0.03,0,0
