source,_iv,_mfi,_hh,_row
iv,16.16,0.47,0,11.34
ofi,1.26,0.03,0,1.26
nfc,6.29,0.28,0,0.72
mfi,0.86,0.02,0,0.98
icpf,26.92,1.02,0,10.23
govt,11.55,0.68,0,78.14
hh,24.31,0.57,0,3.66
row,20.48,0.06,0,0
