source,_iv,_mfi,_hh,_row
iv,0.42,0.01,0,1.62
ofi,0.13,0,0,0
nfc,0.04,0,0,0.03
mfi,0.02,0,0,0.2
icpf,0.48,0,0,2.48
govt,0,0,0,0
hh,4.76,0,0,0.49
row,0.15,0,0,0
