source,_iv,_mfi,_hh,_row
iv,0,0,0,0.61
ofi,0.46,0.03,0,0
nfc,0.06,0,0,0.02
mfi,0,0,0,0.03
icpf,0.51,0.02,0,1.51
govt,0,0,0,0
hh,3.91,0.04,0,0.36
row,0.13,0,0,0
