source,_iv,_mfi,_hh,_row
iv,0.36,0.02,0,1.39
ofi,0.12,0,0,0
nfc,0.05,0,0,0.03
mfi,0.03,0,0,0.12
icpf,0.52,0,0,2.14
govt,0,0,0,0
hh,4.51,0.02,0,0.46
row,0.15,0,0,0
