source,_iv,_mfi,_hh,_row
iv,0.37,0.01,0,1.8
ofi,0.13,0,0,0
nfc,0.05,0,0,0.04
mfi,0.02,0,0,0.2
icpf,0.55,0,0,2.75
govt,0,0,0,0
hh,4.93,0.02,0,0.51
row,0.13,0,0,0
