source,_iv,_mfi,_hh,_row
iv,0.44,0.02,0,1.12
ofi,0.1,0,0,0
nfc,0.06,0,0,0.03
mfi,0.12,0,0,0.08
icpf,0.48,0,0,1.82
govt,0,0,0,0
hh,4.33,0.03,0,0.43
row,0.14,0,0,0
