source,_iv,_mfi,_hh,_row
iv,0.47,0.03,0,1.04
ofi,0.12,0,0,0
nfc,0.07,0,0,0.03
mfi,0.05,0,0,0.08
icpf,0.56,0.01,0,1.8
govt,0,0,0,0
hh,4.32,0.03,0,0.43
row,0.12,0,0,0
