source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,7.91,0,0.09,0.69,0.36,0,0,599.43
ofi,0.28,0,0.01,0.01,0,0,0,0.61
nfc,0.21,0,0.02,0.03,0,0,0,0
mfi,0.12,0,0,0,0,0,0,1.46
icpf,8.67,0,0.17,0.22,0.07,0,0,65.47
govt,0.06,0,13.29,0,0,0,0,0.28
hh,2.46,0,0.41,0.15,0.02,0,0,10.33
row,487.62,0,5.82,0,1.35,0,0,0
