source,_iv,_mfi,_hh,_row
iv,0.02,0,0,0.02
ofi,0.01,0,0,0.04
nfc,0.22,0,0,0.01
mfi,0,0,0,0.34
icpf,0.03,0,0,2.01
govt,0,0,0,0
hh,0.2,0,0,0.28
row,0.15,0,0,0
