source,_iv,_mfi,_hh,_row
iv,0.02,0,0,0.02
ofi,0.03,0,0,0.11
nfc,0.23,0,0,0.01
mfi,0,0,0,0.42
icpf,0.04,0,0,2.31
govt,0,0,0,0
hh,0.23,0,0,0.32
row,0.16,0,0,0
