source,_iv,_mfi,_hh,_row
iv,0,0,0,0.08
ofi,0,0,0,0
nfc,0.03,0,0,0.01
mfi,0,0,0,0.41
icpf,0.08,0,0,1.26
govt,0,0,0,0
hh,0.11,0,0,0.19
row,0.06,0,0,0
