Node,Sector,time,Assets,Liabilities
iv,Non-banks,2014-Q3,0.28,0.29
nfc,Real economy,2014-Q3,32.93,61.82
mfi,Banks,2014-Q3,30.9,30.75
ofi,Non-banks,2014-Q3,5.31,5.06
icpf,Non-banks,2014-Q3,2.98,2.89
hh,Real economy,2014-Q3,30.76,10.05
govt,Real economy,2014-Q3,13.1,21.93
row,row,2014-Q3,5000,5000
