source,_iv,_mfi,_hh,_row
iv,0.01,0,0,0.02
ofi,0,0,0,0.08
nfc,0.17,0,0,0.01
mfi,0,0,0,0.34
icpf,0.02,0,0,1.81
govt,0,0,0,0
hh,0.15,0,0,0.27
row,0.08,0,0,0
