source,_iv,_mfi,_hh,_row
iv,0,0,0,0.08
ofi,0,0,0,0
nfc,0.04,0,0,0.01
mfi,0,0,0,0.5
icpf,0.08,0,0,1.29
govt,0,0,0,0
hh,0.11,0,0,0.2
row,0.06,0,0,0
