source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.2,0.47,0.46,0.02,0,0.09,0,2.18
ofi,3.06,0.12,0,0.07,0,0.01,1.34,0.36
nfc,4.14,0.07,0.02,0.19,0,0.06,0.02,4.52
mfi,15.57,0.05,0.88,0.92,0,14.19,24.47,13.94
icpf,0.16,0.48,1.01,0.03,0,2.55,0.01,7.9
govt,1.42,0,0,0,0,8.28,0.15,1.88
hh,0.53,4.36,0.65,0.24,0,0.07,0,1.12
row,17.3,0.14,3.97,2.88,0.2,24.78,0,0
