source,_iv,_mfi,_hh,_row
iv,0.08,0,0,0.47
ofi,0.26,0,0,0.11
nfc,1.15,0,0,0.05
mfi,0.02,0,0,0
icpf,0.04,0,0,1.96
govt,0,0,0,0
hh,0.15,0,0,0.07
row,1.06,0,0,0
