source,_iv,_mfi,_hh,_row
iv,0.02,0,0,0.05
ofi,0.13,0,0,0.21
nfc,0.62,0,0,0.04
mfi,0.02,0,0,0
icpf,0.01,0,0,1.28
govt,0,0,0,0
hh,0.12,0,0,0.04
row,1.17,0,0,0
