source,_iv,_mfi,_hh,_row
iv,0,0,0,0.07
ofi,0.17,0,0,0.03
nfc,0.54,0,0,0.04
mfi,0.01,0,0,0
icpf,0,0,0,1.28
govt,0,0,0,0
hh,0.12,0,0,0.03
row,1.7,0,0,0
