source,_iv,_mfi,_hh,_row
iv,0.01,0,0,0.04
ofi,0.05,0,0,0.02
nfc,0.6,0,0,0.02
mfi,0.04,0,0,0
icpf,0.01,0,0,1.16
govt,0,0,0,0
hh,0.14,0,0,0.03
row,1.22,0,0,0
