source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.01,0,0,0,0,0,0,0.01
ofi,0,0,0,0.01,0,0,0,0.07
nfc,0.02,0,0,0.02,0,0,0,0.1
mfi,0.06,0,0,0,0,0.15,0,5.33
icpf,0.12,0,0,0,0,0.05,0,1.36
govt,0,0,0,0,0,0,0,0.19
hh,0,0,0,0.01,0,0,0,0.04
row,1.18,0,0.01,0.03,0,0.04,0,0
