source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.01,0,0,0.03,0,0.22,0,0.42
ofi,0.08,0,0,0.02,0,0.01,0,0.23
nfc,0.12,0,0.01,0.06,0,0.06,0,40.13
mfi,0.15,0,0.27,0.31,0,3.34,0,10.62
icpf,0.19,0,0,0.14,0,0.1,0,0.64
govt,0.1,0,0,0.01,0,0.99,0,0
hh,0.04,0,0.04,0.11,0,0.11,0,0.41
row,2.93,-0.11,23.63,6.22,0,33.03,0,0
