source,_iv,_mfi,_hh,_row
iv,282.38,12.88,0,233.05
ofi,17.72,0.55,0,24.39
nfc,0,0.06,0,0.01
mfi,0.68,5.11,0,2.9
icpf,39.83,1.61,0,37.59
govt,0.43,0,0,0
hh,8.67,0.23,0,1.44
row,3334.9,262.85,0,0
