source,_iv,_mfi,_hh,_row
iv,286.69,13.89,0,232.47
ofi,17.14,0.53,0,28.91
nfc,0,0.05,0,0.01
mfi,0.59,4.72,0,2.85
icpf,41.6,1.45,0,38.32
govt,0.48,0,0,0
hh,8.77,0.22,0,1.48
row,3428.89,261.39,0,0
