source,_iv,_mfi,_hh,_row
iv,256.18,11.37,0,189.01
ofi,13.04,5.48,0,22.14
nfc,0,0,0,0
mfi,0.89,4.29,0,3.78
icpf,40.47,1.73,0,28.19
govt,0.03,0,0,0
hh,7.43,0.3,0,1.26
row,3017.81,216.02,0,0
