source,_iv,_mfi,_hh,_row
iv,221.22,9.58,0,165.22
ofi,22.86,5.15,0,42.26
nfc,0.11,0,0,0.02
mfi,0.93,3.92,0,3.08
icpf,36.14,1.81,0,25.4
govt,0.03,0,0,0
hh,6.41,0.35,0,1.11
row,2640.12,193.48,0,0
