source,_iv,_mfi,_hh,_row
iv,263.44,11.93,0,214.03
ofi,16.87,0.8,0,27.67
nfc,0,0.04,0,0.01
mfi,0.79,5.5,0,2.82
icpf,37.2,1.59,0,35.45
govt,0.35,0,0,0
hh,8.3,0.26,0,1.31
row,3146.55,268.2,0,0
