source,_iv,_mfi,_hh,_row
iv,257.42,12.06,0,205.96
ofi,17.69,0.91,0,23.48
nfc,0,0.02,0,0.01
mfi,0.98,5.19,0,2.9
icpf,37.11,1.55,0,33.3
govt,0.23,0,0,0
hh,7.94,0.25,0,1.23
row,3087.9,249.16,0,0
