source,_iv,_mfi,_hh,_row
iv,288.72,14.12,0,232.39
ofi,18.65,0.59,0,26.54
nfc,0,0.05,0,0.01
mfi,0.33,4.31,0,2.93
icpf,39.28,1.47,0,39.19
govt,0.55,0,0,0
hh,9.01,0.2,0,1.56
row,3540.59,264.17,0,0
