source,_iv,_mfi,_hh,_row
iv,247.29,11.34,0,199.86
ofi,17.87,0.72,0,21.48
nfc,0,0.02,0,0.01
mfi,1.1,4.04,0,2.72
icpf,38.54,1.93,0,26.94
govt,0.16,0,0,0
hh,7.64,0.25,0,1.17
row,2976.45,219.57,0,0
