source,_iv,_mfi,_hh,_row
iv,246.64,11.67,0,194.9
ofi,17.73,0.95,0,17.67
nfc,0.07,0,0,0.01
mfi,1.1,4.01,0,3.23
icpf,37.75,2.04,0,26.4
govt,0.1,0,0,0
hh,7.52,0.25,0,1.16
row,2908.03,208.63,0,0
