source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,14.6,297.78,15.97,86.53,0,0.23,0,3129.91
ofi,122.94,22.25,6.27,824.17,0,0.47,0.02,1927.62
nfc,35.21,0.26,0.05,55.77,0,0.12,0,74.27
mfi,24.43,6.88,7.72,30.76,0.22,6.4,32.38,461.87
icpf,0.83,41.69,1.66,2.32,0.58,0.31,0,100.28
govt,1.03,0.48,0.08,0.02,0,0.18,0.05,17.32
hh,0.74,8.77,1.1,0.28,0,0.09,0.49,8.18
row,45.5,3484.81,310.95,2810.81,8.09,5.69,0,0
