source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,14.82,297.78,16.44,86.07,0,0.19,0,3230.67
ofi,137.71,23.8,5.82,759.62,0,0.47,0.05,1831.32
nfc,35.34,0.26,0.05,67.04,0.07,0.13,0,67.05
mfi,24.56,5.41,7.75,33.28,0.24,6.37,32.91,459.6
icpf,0.86,39.39,1.69,2.22,0.48,0.28,0,91.92
govt,0.88,0.55,0.07,0.02,0,0.18,0.05,17.47
hh,0.7,9.01,1.06,0.27,0,0.08,0.49,8.21
row,41.94,3592.78,315.87,2653.67,0.56,5.67,0,0
