source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,1.6,0,4.87,0.18,0.11,6.52,0,69.5
ofi,0.5,0,0.93,0.05,0.18,0.14,0,1.63
nfc,1.35,0,3.21,0.09,0.05,0.23,0,1.55
mfi,4.86,0,22.8,0.72,0.53,64.78,0,78.71
icpf,2.07,0,9.19,0.55,1.05,5.06,0,37.68
govt,0.15,0,2.63,0.21,0,24.73,0,1.12
hh,3.34,0,20.22,4.44,0.14,0.47,0,6.04
row,30.79,0,77.3,6.24,1.59,199.73,0,0
