source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0
ofi,0,0.39,0,0,0,0,0.81,130.53
nfc,30.22,0,0,21.03,0,0,0,60.68
mfi,17.34,0.13,0,14.71,0.04,1.4,5.23,18.7
icpf,0,0,0,0,0,0,0,0.98
govt,1.3,0,0,0,0,0,0,0
hh,0,0,0,0,0,0,0,0
row,28.88,66.87,0,210.58,0.04,0,0,0
