source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.23,0.05,0,0,0.03,0.02,0,1.57
ofi,2.15,0.05,0,0.11,0,0.08,1.07,0.23
nfc,4.81,0.08,0.02,0.24,0.04,0.18,0.29,1.9
mfi,13.83,0.01,0.43,1.61,0.02,7.32,8.85,11.96
icpf,0.49,0.67,0.28,0.1,0.07,1.64,0.01,3.97
govt,4.95,0.03,0.02,0.24,0.4,0.46,0.11,2.01
hh,2.13,1.05,0.03,0.08,0.08,0.2,0,0
row,9.25,0.02,9.47,2.77,0.18,21.13,0,0
