source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,2.37,9.84,0.25,1.37,0.02,0.87,0,97.32
ofi,103.13,0.35,0.32,52.88,0.39,5.91,66.36,316.44
nfc,175.81,3.47,0.87,45.09,0,16.94,0,262.58
mfi,98.48,0.21,0.77,113.18,8.8,108.22,137.95,209.37
icpf,6.57,11.83,1.07,3.6,3.74,87.63,10.25,175.3
govt,24.15,0.52,1.4,0.27,0,55.41,11.54,16.37
hh,18.72,66.78,24.68,17.66,0,4.43,2.62,161.29
row,403.23,29.12,49.89,177.23,7.04,280.61,0,0
