source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,8.25,0,7.01,0.76,1.22,54.31,0,148.83
ofi,127.31,11.74,21.78,3.58,15.58,95.84,64.1,241.6
nfc,90.78,6.15,46.2,1.42,4.8,51.4,0,55.44
mfi,836.87,10.2,260.55,288.74,15.55,803.32,622.85,299.86
icpf,18.7,15.92,25.77,0.31,0.47,350.6,0.44,370.03
govt,64.17,1.38,5.58,15.19,4.18,55.7,8.03,63.82
hh,54.11,230.83,167.59,3.26,3.06,144.92,0,345.47
row,377.52,9.14,186.63,191.35,5.82,847.55,0,0
