source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,118.88,236.93,50.79,9.95,13.34,63.55,0,1306.68
ofi,97.88,20.45,9.58,2.91,7.89,1.39,19.6,236.83
nfc,544.3,133.55,11.33,114.15,1.26,9.82,0,315.53
mfi,845.56,193.67,411.61,170.29,5.44,911.34,1615.11,1144.47
icpf,59.95,955.86,39.56,10.24,60.59,149.4,79.97,411.49
govt,109.11,26.45,12.02,0.07,0.24,18.57,0,220.25
hh,212.16,345.15,83.62,12.29,22.23,6.96,0,440.61
row,1417.18,150.21,589.26,556.33,114.95,1136.05,0,0
