source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,94.72,190.75,50.95,6.89,11.51,72.12,0,1133.88
ofi,95.29,29.46,7.36,2.49,7.7,1.46,16.13,250.93
nfc,485.19,129.57,13.34,101.63,1.08,11.31,0,259.28
mfi,791.09,173.95,427.02,162.45,4.29,806.71,1535.78,1201.51
icpf,48.44,822.47,35.42,9.62,57.23,152.93,76.4,385.48
govt,99.62,19.76,10.09,0.07,0.13,18.26,0,230.33
hh,177.05,289.44,82.61,10.58,18.09,10.16,0,387.59
row,1165.96,150.96,594.83,622.88,109.44,1347.1,0,0
