source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0
ofi,0.96,0,0,0.01,0,0,0.5,0.09
nfc,2.84,0.02,0,0.23,0,0,0.01,5.13
mfi,5.5,0,0,0.61,0,0.18,1.16,1.23
icpf,0,0,0,0,0,0,0,0
govt,0.02,0,0,0,0,7.75,0,0
hh,0.08,0,0,0,0,0,0,0
row,4.57,0,0.13,0.78,0,0,0,0
