source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,2.71,0,0.03,1.5,0,0,0,50.83
ofi,24.09,0,0,19.22,0,0,0,7.53
nfc,25.32,0,0.03,4.3,0,0,0,27.86
mfi,0.1,0,0.01,0.36,0,0,0,1.7
icpf,0.66,0,0.03,1.65,0,0,0,10.92
govt,9.82,0,0.59,0.42,0,0,0,8.16
hh,16.63,0,0.33,17.56,0,0,0,31.75
row,232.32,0,0.17,43.33,0,0.01,0,0
