source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.06,0,0.09,0.01,0.01,0,0,1.89
ofi,0.24,0,0,0.01,0,0,0,0
nfc,0.7,0,0.05,0,0,0,0,0.01
mfi,0.03,0,0,0,0.07,0,0,0.78
icpf,0.08,0,0.05,0,0,0,0,1.51
govt,0.13,0,0.23,0,0,0,0,0
hh,0.42,0,0.66,0.18,0.01,0,0,0.33
row,0.12,0,0.38,0.21,0.11,0,0,0
