source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0
ofi,95.99,0,0,0,0,0.52,11.47,3.67
nfc,212.02,0,0,5.46,0,0.04,0,83.12
mfi,423.12,0.45,0,25.54,1.72,91.79,697.31,32.5
icpf,0.98,0,0,0,0,0,1.88,0
govt,21.26,0,0,0,0,145.12,5.05,35.67
hh,0,0,0,0,0,0,0,0
row,288.57,0,0.82,22.85,0,100.16,0,0
