source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0
ofi,17.11,0,0,0,0,3.51,0.96,8.22
nfc,36.06,0,0,0,0,0,0,8.66
mfi,301.78,0,0,158.9,0.49,10.36,57.83,48.36
icpf,0,0,0,0,0,0,0,0
govt,0,0,0,0,0,0,0,0
hh,15.58,0,0,0,0,0,0,0
row,19.62,0,0,50.87,0.14,0,0,0
