source,_iv,_mfi,_hh,_row
iv,0.07,0,0,0
ofi,0.09,0,0,0
nfc,0.1,0,0,0
mfi,0.31,0.01,0,0
icpf,0.07,0,0,0
govt,0,0,0,0
hh,1,0.03,0,0
row,2.9,0,0,0
