source,_iv,_mfi,_hh,_row
iv,0.06,0,0,0
ofi,0.1,0,0,0
nfc,0.1,0,0,0
mfi,0.33,0.01,0,0
icpf,0.07,0,0,0
govt,0,0,0,0
hh,1.03,0.06,0,0
row,2.92,0,0,0
