source,_iv,_mfi,_hh,_row
iv,0.09,0,0,0
ofi,0.18,0,0,0
nfc,0.09,0,0,0
mfi,0.28,0.01,0,0
icpf,0.08,0,0,0
govt,0,0,0,0
hh,1.18,0.06,0,0
row,2.96,0,0,0
