source,_iv,_mfi,_hh,_row
iv,0.05,0,0,0.18
ofi,0.06,0,0,0.01
nfc,0.09,0,0,0.01
mfi,0.01,0,0,0
icpf,0.8,0.01,0,1.04
govt,0.03,0,0,0.2
hh,1.33,0.02,0,0.25
row,0.02,0,0,0
