source,_iv,_mfi,_hh,_row
iv,0.04,0,0,0.16
ofi,0.01,0,0,0
nfc,0.09,0,0,0.02
mfi,0.01,0,0,0
icpf,0.64,0.02,0,0.79
govt,0.03,0,0,0.13
hh,0.95,0.01,0,0.19
row,0.03,0,0,0
