source,_iv,_mfi,_hh,_row
iv,0.04,0,0,0.15
ofi,0.05,0,0,0
nfc,0.04,0,0,0.02
mfi,0.01,0,0,0
icpf,0.77,0.04,0,1.17
govt,0.02,0,0,0.26
hh,1.43,0.03,0,0.23
row,0.03,0,0,0
