source,_iv,_mfi,_hh,_row
iv,0.05,0,0,0.14
ofi,0.04,0,0,0.01
nfc,0.1,0.01,0,0.02
mfi,0.01,0,0,0
icpf,0.71,0.01,0,0.91
govt,0.03,0,0,0.16
hh,1.12,0.02,0,0.22
row,0.02,0,0,0
