source,_iv,_mfi,_hh,_row
iv,0.05,0,0,0.14
ofi,0.05,0,0,0
nfc,0.08,0,0,0.01
mfi,0.01,0,0,0
icpf,0.7,0.01,0,0.96
govt,0.03,0,0,0.19
hh,1.18,0.04,0,0.21
row,0.02,0,0,0
