source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0.16
ofi,0,0,0.03,0.02,0,0.02,0,0.02
nfc,0,0,0,0.03,0,0.03,0,0.05
mfi,0.02,0,0,0,0,1.51,0,11.88
icpf,0.12,0,0,0,0,0.59,0,0.92
govt,0,0,0,0,0,0.49,0,0
hh,0.01,0,0.03,0.01,0,0.02,0,0.16
row,0.07,0,0.63,0.05,0,5.42,0,0
