Node,Sector,time,Assets,Liabilities
iv,Non-banks,2017-Q4,0.34,0.35
nfc,Real economy,2017-Q4,22.38,53.67
mfi,Banks,2017-Q4,45.66,45.1
ofi,Non-banks,2017-Q4,7.83,8.19
icpf,Non-banks,2017-Q4,4.67,4.68
hh,Real economy,2017-Q4,28.56,7.1
govt,Real economy,2017-Q4,10.49,16.02
row,row,2017-Q4,5000,5000
