source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.01,0,0,0,0,0,0,0
ofi,0.71,0,0,0.01,0,0,0.06,0.2
nfc,1.82,0,0,0.02,0,0,0.02,1.81
mfi,0.5,0,0,0.18,0,0.01,0.09,0
icpf,0,0,0,0,0,0,0,0
govt,0,0,0,0,0,0,0,0
hh,0,0,0,0,0,0,0,0
row,1.21,0,0,0.55,0,0,0,0
