source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0.17,0,0,0,0,0,0,0
ofi,2.26,0,0,0.03,0,0.01,0.7,0.37
nfc,1.37,0,0,0.05,0,0,0,0.76
mfi,9.83,0,0,0.25,0,1.09,24.2,2.18
icpf,0,0,0,0,0,0.02,0.01,0
govt,1.35,0,0,0,0,0.64,0.15,1.88
hh,0.05,0,0,0,0,0,0,0.01
row,8.16,0,2.01,1.4,0.09,4.27,0,0
