source,_nfc,_iv,_mfi,_ofi,_icpf,_govt,_hh,_row
iv,0,0,0,0,0,0,0,0
ofi,0.13,0,0,0.03,0,0.09,0.21,1.08
nfc,0,0,0,3.19,0,0,0,5.57
mfi,23.51,1,0,3.01,0.07,2.33,5.29,2.69
icpf,0,0,0,0,0,0,0,0.03
govt,0.27,0,0,0.08,0,1.44,0.02,0
hh,0,0,0,0.66,0,0,0,0.01
row,4.84,0,0,3.56,0.01,0.1,0,0
