source,_iv,_mfi,_hh,_row
iv,0,0,0,35.59
ofi,6.1,0.24,0,130.39
nfc,3.71,1.06,0,4.7
mfi,4.41,0.15,0,3.73
icpf,10.61,0.19,0,94.97
govt,1.37,0.02,0,2.83
hh,154.82,25.56,0,173.69
row,20.86,-18.2,0,0
