source,_iv,_mfi,_hh,_row
iv,0,0,0,59.42
ofi,11.74,0.25,0,192.24
nfc,6.15,0.62,0,7.45
mfi,10.2,0.11,0,3.83
icpf,15.92,0.18,0,152.93
govt,1.38,0.01,0,2.83
hh,230.83,14.07,0,230.05
row,11.43,-10.31,0,0
